일자,시가_원,고가_원,저가_원,종가_원,거래량_주,등락률_pct,NAV_원,괴리율_pct,설정좌수,환매좌수,상장좌수,시가총액_원,시가총액_억원,순자산가치_AUM_원,순자산가치_AUM_억원
2026-01-16,13337,13421,13337,13416,1937892,0.5923371072954937,13631.85,0.28,600000.0,500000.0,182850000.0,2453115600000,24531.16,2492583772500,24925.84
2026-01-19,13342,13366,13260,13284,2642474,-0.9838998211091234,13568.11,-0.24,900000.0,0.0,182950000.0,2430307800000,24303.08,2482285724500,24822.86
2026-01-20,13274,13289,13246,13255,2135936,-0.2183077386329419,13608.5,-0.76,1350000.0,150000.0,183850000.0,2436931750000,24369.32,2501922725000,25019.23
2026-01-21,13255,13304,13181,13196,2249655,-0.4451150509241796,13454.35,-0.07,0.0,250000.0,185050000.0,2441919800000,24419.2,2489727467500,24897.27
2026-01-22,13376,13426,13361,13391,1874070,1.4777205213701121,13657.19,-0.09,1350000.0,0.0,184800000.0,2474656800000,24746.57,2523848712000,25238.49
2026-01-23,13386,13416,13351,13396,1744821,0.03733851094018371,13624.74,0.19,300000.0,0.0,186150000.0,2493665400000,24936.65,2536245351000,25362.45
2026-01-26,13221,13226,13136,13136,3400953,-1.9408778739922365,13379.72,0.04,650000.0,0.0,186450000.0,2449207200000,24492.07,2494648794000,24946.49
2026-01-27,13226,13246,13166,13191,1890136,0.4186967113276492,13443.76,-0.03,800000.0,50000.0,187100000.0,2468036100000,24680.36,2515327496000,25153.27
2026-01-28,13191,13201,13053,13073,2609017,-0.8945493139261619,13285.83,0.26,2400000.0,50000.0,187850000.0,2455763050000,24557.63,2495743165500,24957.43
2026-01-29,13103,13103,12994,13053,1865607,-0.15298707259236596,13288.29,-0.14,0.0,0.0,190200000.0,2482680600000,24826.81,2527432758000,25274.33
2026-01-30,13083,13167,13083,13142,1803224,0.6818355933501877,13449.53,-0.67,0.0,0.0,190200000.0,2499608400000,24996.08,2558100606000,25581.01
2026-02-02,13481,13520,13442,13457,3594337,2.3968954497032415,13878.62,-1.43,700000.0,0.0,190200000.0,2559521400000,25595.21,2639713524000,26397.14
2026-02-03,13575,13630,13545,13550,1940178,0.6910901389611355,13795.67,-0.15,0.0,0.0,190900000.0,2586695000000,25866.95,2633593403000,26335.93
2026-02-04,13781,13834,13776,13810,2169375,1.918819188191882,14060.52,-0.15,750000.0,0.0,190900000.0,2636329000000,26363.29,2684153268000,26841.53
2026-02-05,14118,14223,14118,14209,2608112,2.889210716871832,14484.92,-0.28,0.0,50000.0,191650000.0,2723154850000,27231.55,2776034918000,27760.35
2026-02-06,14214,14268,14199,14253,3092784,0.3096628897177845,14471.07,0.13,950000.0,400000.0,191600000.0,2730874800000,27308.75,2772657012000,27726.57
2026-02-09,14447,14486,14372,14422,2268762,1.1857152880095418,14612.52,0.32,1000000.0,50000.0,192150000.0,2771187300000,27711.87,2807795718000,28077.96
2026-02-10,14402,14402,14273,14312,2321096,-0.7627236166967134,14542.72,0.05,1300000.0,200000.0,193100000.0,2763647200000,27636.47,2808199232000,28081.99
2026-02-11,14297,14337,14263,14307,2597119,-0.0349357182783678,14427.57,0.81,1100000.0,50000.0,194200000.0,2778419400000,27784.19,2801834094000,28018.34
2026-02-12,14347,14407,14332,14372,1777059,0.4543230586426225,14499.26,0.76,2400000.0,500000.0,195250000.0,2806133000000,28061.33,2830980515000,28309.81
2026-02-13,14243,14278,14189,14219,2431408,-1.0645699972168106,14393.69,0.43,1750000.0,50000.0,197150000.0,2803275850000,28032.76,2837715983500,28377.16
2026-02-19,14317,14422,14312,14317,2403453,0.6892186511006401,14499.39,0.38,300000.0,0.0,198850000.0,2846935450000,28469.35,2883203701500,28832.04
2026-02-20,14337,14412,14332,14342,2309182,0.17461758748341133,14509.52,0.49,950000.0,50000.0,199150000.0,2856209300000,28562.09,2889570908000,28895.71
2026-02-23,14342,14342,14189,14199,2961687,-0.9970715381397296,14469.86,-0.24,1150000.0,0.0,200050000.0,2840509950000,28405.1,2894695493000,28946.95
2026-02-24,14209,14273,14209,14228,1617933,0.20423973519261918,14453.41,0.08,1300000.0,0.0,201200000.0,2862673600000,28626.74,2908026092000,29080.26
2026-02-25,14258,14263,14147,14157,2316192,-0.4990160247399494,14334.71,0.39,2450000.0,0.0,202500000.0,2866792500000,28667.92,2902778775000,29027.79
2026-02-26,14118,14118,14003,14048,2558818,-0.7699371335734972,14240.33,0.03,0.0,0.0,204950000.0,2879137600000,28791.38,2918555633500,29185.56
2026-02-27,14048,14113,14018,14088,2105005,0.2847380410022779,14377.55,-0.64,0.0,0.0,204950000.0,2887335600000,28873.36,2946678872500,29466.79
2026-03-03,14477,14546,14463,14477,3396454,2.761215218625781,14810.66,-0.88,800000.0,0.0,204950000.0,2967061150000,29670.61,3035444767000,30354.45
2026-03-04,14492,14579,14448,14487,3472930,0.06907508461697866,14781.22,-0.62,700000.0,0.0,205750000.0,2980700250000,29807.0,3041236015000,30412.36
2026-03-05,14487,14487,14323,14418,2761900,-0.4762890867674467,14677.87,-0.39,500000.0,100000.0,206450000.0,2976596100000,29765.96,3030246261500,30302.46
2026-03-06,14368,14477,14363,14418,2364898,0.0,14626.94,-0.05,50000.0,50000.0,206850000.0,2982363300000,29823.63,3025582539000,30255.83
2026-03-09,14363,14363,14244,14338,2501303,-0.5548619780829519,14754.03,-1.45,100000.0,700000.0,206850000.0,2965815300000,29658.15,3051871105500,30518.71
2026-03-10,14343,14343,14259,14264,2247097,-0.5161110336169619,14447.34,0.12,550000.0,300000.0,206250000.0,2941950000000,29419.5,2979763875000,29797.64
2026-03-11,14303,14303,14165,14190,2473148,-0.5187885586090858,14360.09,0.21,550000.0,50000.0,206500000.0,2930235000000,29302.35,2965358585000,29653.59
2026-03-12,14224,14284,14205,14224,1781019,0.23960535588442564,14562.06,-0.94,1350000.0,100000.0,207000000.0,2944368000000,29443.68,3014346420000,30143.46
2026-03-13,14328,14408,14298,14398,1464140,1.2232845894263216,14585.93,0.1,1650000.0,300000.0,208250000.0,2998383500000,29983.84,3037519922500,30375.2
